Id,Title,Body,RatingsSentiCR,RatingsGPT35,RatingsGPTFineTuned
67561961,Ansible Galaxy collection dependency SSH error with private GitHub repo,"Being new to Ansible collections I’m hoping I’ve missed something obvious here in my attempt to refactor some old Ansible roles into collections using private GitHub repositories.
I have GitHub setup with 2 linked accounts. I’ll call the main personal account GITHUB_AC_P. The personal account is linked to a child organizational account I’ll call GITHUB_AC_O. I can switch between these accounts in the GitHub web UI and use the following single entry in ~/.ssh/config  to access both accounts with git clients:
Host GITHUB_AC_P.github.com
  HostName github.com
  User git
  IdentityFile ~/.ssh/id_rsa_github_REDACTED_GITHUB_A

I first added Ansible Galaxy collection files to a new GitHub repository named ansible.common in account GITHUB_AC_O. I plan to reuse this collection in other Ansible Galaxy collections. It currently has a single role and the following galaxy.yml file:
namespace: REDACTED_NS
name: common
version: 0.0.1
description: &quot;Common Ansible collection&quot;
readme: README.md
authors:
  - REDACTED_AUTHOR

The following command reports  “installed successfully” and I see the collection in ~/.ansible/collections/ansible_collections/REDACTED_NS/common:
ansible-galaxy collection install git@GITHUB_AC_P.github.com:GITHUB_AC_O/ansible.common.git,main

I then created a second Ansible Galaxy collection in a new GitHub repository named ansible.harden_host. This is also in account GITHUB_AC_O. This currently has no roles and uses the following galaxy.yml file to reference the above common collection (the value of REDACTED_NS is the same in both galaxy.yml files):
namespace: REDACTED_NS
name: harden_host
version: 0.0.1
description: &quot;Ansible collection to harden hosts&quot;
readme: README.md
authors:
  - REDACTED_AUTHOR
dependencies: {
  REDACTED_NS.common: git@GITHUB_AC_P.github.com:GITHUB_AC_O/ansible.common.git,main
}

But when I run the following:
ansible-galaxy collection install --verbose git@GITHUB_AC_P.github.com:GITHUB_AC_O/ansible.harden_host.git,main

It fails with message:
Starting galaxy collection install process
Process install dependency map
ERROR! Unknown error when attempting to call Galaxy at 'https://galaxy.ansible.com/api/': &lt;urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1123)&gt;

Why is this trying to hit galaxy.ansible.com instead of my GitHub account?
When I add --ignore-certs and run the following:
ansible-galaxy collection install --ignore-certs git@GUTHUB_AC_P.github.com:GITHUB_AC_O/ansible.harden_host.git,main

It fails with this different message:
ERROR! Failed to find collection REDACTED_NS.common:git@GITHUB_AC_P.github.com:GITHUB_AC_O/ansible.common.git

I pasted the URI from this error (right of the colon) into a ansible-galaxy collection install command to verify there’s no typo in the URI. This worked fine.
The string REDACTED_NS does not equal the value of GITHUB_AC_P or GITHUB_AC_O.
If someone could please explain what’s wrong here and how the issue can be fixed that would be much appreciated.
",-1,-1,-1.0
67726923,"""sudo: no password was provided"" when running an Ansible module with `local_action`","I'm trying to use this github_key community module to add an SSH publickey to a Github account.
(I installed the community module with ansible-galaxy collection install community.general)
In my task list, I -

Read the publickey
Call github_key (with local_action) to add that key to the Github account


- name: Read SSH key for jeeves@github.com
  shell: 'cat /home/jeeves/.ssh/jeeves@github.com.pub'
  register: ssh_pub_key

- name: Upload SSH key for jeeves@github.com
  local_action:
    module: github_key
    name: 'Key for jeeves@my-server.dev'
    token: '{{ github_token }}'
    pubkey: '{{ ssh_pub_key.stdout }}'
    force: yes

When I run it get this error (in module_stderr output):
[sudo via ansible, key=&lt;REDACTED&gt;] password:
sudo: no password was provided
sudo: 1 incorrect password attempt

I guess it can't find my sudo password for the user.
But I am providing a sudo password, and there are 30+ other tasks before this (not shown here) where it was able to successfully execute commands. In fact in my playbook definition I use become:
- hosts: all
  become: yes
  become_method: sudo
  become_user: root
  gather_facts: yes
  #...

I think the issue is caused by local_action since it's having trouble even executing the module itself.
Thanks!
",-1,-1,-1.0
68562708,Ansible-Galaxy for private gitlab repo referencing only one role's files for all roles,"I am just diving into hosting custom made roles in a private gitlab git repository.
The answer to this may just be &quot;you must have only 1 repo for 1 role,&quot; which I have not done. I have tried to put two roles in a repo and have just used folders to differentiate them at the top level.
I seem to have gotten the &quot;requirements.yml&quot; written correctly, as it pulled my roles. However it is putting all the files from 'nexus' into my skeleton role of 'chocolatey_factory'. The 'nexus' imported role comes across fine.
My requirements file is the following:
---
- src: git+ssh://git@[local_ip_address]/gitlab-instance-937dde58/my_first_project.git
  scm: git
  version: main
  name: nexus

- src: git+ssh://git@[local_ip_address]/gitlab-instance-937dde58/my_first_project.git
  scm: git
  version: main
  name: chocolatey_factory

Here is my repo layout. The idea is I would have each folder at the top level of the repo be a role. So in this case, I have two roles.
Top Level of Repo
nexus folder/role files
chocolatey_factory galaxy init folder
What am I doing wrong here?
One is 'nexus,' the other is 'chocolatey_factory'. Nexus is the public role available for configuring Sontaype nexus that I grabbed. Chocolatey_factory is one I am making, but it is just a ansible-galaxy init skeleton at this time:
I then run my ansible-galaxy command
ansible-galaxy install -r roles/requirements.yml -p roles/

It imports the roles. But the files from 'nexus' role appear in the 'chocolatey_factory' role.
The 'nexus' role has files like pom.xml, where the 'chocolatey_factory' does not have anything other than what ansible-galaxy init creates (ie it does not have a pom.xml file).
You can see here both folders have all the same files.
ls roles
chocolatey_factory  nexus  requirements.yml

ls roles/chocolatey_factory
chocolatey_factory  filter_plugins  molecule          tasks
CODE_OF_CONDUCT.md  handlers        pom.xml           templates
defaults            LICENSE.md      README.md         tests
files               meta            requirements.txt  vars

ls roles/nexus
chocolatey_factory  filter_plugins  molecule          tasks
CODE_OF_CONDUCT.md  handlers        pom.xml           templates
defaults            LICENSE.md      README.md         tests
files               meta            requirements.txt  vars

Why are my files from one role being inserted into the other? Can you not have two roles in the same git repository?
",-1,-1,-1.0
69634538,"ERROR! couldn't resolve module/action 'community.aws.ec2_instance_info'.This often indicates a misspelling,missing collection,or incorrect module path","I have a few Ubuntu 18.04 machines with ansible installed. When running ansible --version on all of them, I get the following output:
ansible 2.9.27
  config file = /etc/ansible/ansible.cfg
  configured module search path = [u'/home/ubuntu/.ansible/plugins/modules', u'/usr/share/ansible/plugins/modules']
  ansible python module location = /usr/lib/python2.7/dist-packages/ansible
  executable location = /usr/bin/ansible
  python version = 2.7.17 (default, Feb 27 2021, 15:10:58) [GCC 7.5.0]

By the way, the paths defined at configured module search path don't exist.
I installed community.aws collection on all machines:
ansible-galaxy collection install community.aws
I ran a simple playbook to collect data from some AWS EC2 instance:
- name: test playbook
  hosts: localhost
  tasks:

  - name: &quot;Set vars&quot;
    set_fact:
      ec2_instance_name: &quot;SomeName&quot;

  - name: &quot;Gather EC2 instance info: {{ ec2_instance_name }}.&quot;
    community.aws.ec2_instance_info:
      aws_access_key: &quot;{{ lookup('env', 'AWS_ACCESS_KEY') }}&quot;
      aws_secret_key: &quot;{{ lookup('env', 'AWS_SECRET_KEY') }}&quot;
      region: &quot;{{ lookup('env', 'AWS_REGION') }}&quot;
      filters:
        &quot;tag:Name&quot;: &quot;{{ ec2_instance_name }}&quot;
    register: ec2_instance_info_ret

  - name: &quot;Show data&quot;
    debug:
      msg: &quot;{{ec2_instance_info_ret}}&quot;

Everything works fine on all the machines except one, where I get the following error:
ERROR! couldn't resolve module/action 'community.aws.ec2_instance_info'. This often indicates a misspelling, missing collection, or incorrect module path.

I ran a sudo find / -name &quot;ec2_instance_info.py&quot; to see where that file might be installed. On all the machines I got exactly the same output:
/usr/lib/python2.7/dist-packages/ansible/modules/cloud/amazon/ec2_instance_info.py
/root/.ansible/collections/ansible_collections/amazon/aws/plugins/modules/ec2_instance_info.py
/home/ubuntu/.ansible/collections/ansible_collections/community/aws/plugins/modules/ec2_instance_info.py

I even forced a reinstall on that machine running this:
ansible-galaxy collection install community.aws --force-with-deps

I got this output:
Installing 'community.aws:2.0.0' to '/home/ubuntu/.ansible/collections/ansible_collections/community/aws'
Installing 'amazon.aws:2.0.0' to '/home/ubuntu/.ansible/collections/ansible_collections/amazon/aws'

But this did not change anything.
I also ran the force reinstall on a machine where previously everything worked fine. And I managed to break it too. Now I have two machines where the issue is reproducing.
One solution is to call directly ec2_instance_info in my playbook instead of community.aws.ec2_instance_info. This works but I don't know why. Anyway, I don't like this solution because some ansible aws plugins work without the community.aws prefix and others don't. Besides that VS Code gives me a lot of warnings when I call such a plugin without the prefix.
Do you have any idea how to fix this? I would like to call community.aws.ec2_instance_info in my playbook without getting any issues on any machine.
",-1,-1,-1.0
70117898,Use different Ansible collection versions in one Molecule scenario,"I have an Ansible collection to install some software. Each software version is attached to a separate collection version. To test an upgrade I need to apply an old collection version first and then run the new version. To achieve that, I slightly changed the converge/test sequence in molecule.yml:
---
driver:
  name: docker
provisioner:
  name: ansible
  env:
    ANSIBLE_COLLECTIONS_PATH: ${MOLECULE_EPHEMERAL_DIRECTORY}/collections
dependency:
  name: galaxy
  options:
    requirements-file: ${MOLECULE_SCENARIO_DIRECTORY}/collections.yml
scenario:
  converge_sequence:
    - create
    - prepare    # installs previous collection and software version
    - dependency # installs new collection version
    - converge   # upgrades software
  test_sequence:
    - lint
    - destroy
    - syntax
    - create
    - prepare
    - dependency
    - converge
    - idempotence
    - verify
    - destroy

So dependency step installs the new version of collection before upgrade activities in converge, and prepare playbook contains tasks to install an old collection version and previous software version:
---
- name: Prepare
  hosts: all
  become: true
  become_method: sudo
  gather_facts: true
  tasks:
    - name: Install previous collection version
      command: &gt;-
        ansible-galaxy collection install -r ../collections-upgrade.yml -p {{ lookup('env', 'MOLECULE_EPHEMERAL_DIRECTORY') }}/collections
      run_once: true
      delegate_to: localhost
      changed_when: false

    - name: Include installation role
      include_role:
        name: namespace.collection.role

But it works only when converge runs twice or more, so collection is found in ANSIBLE_COLLECTIONS_PATH. But why it's not so for the first run? The error is
TASK [Include installation role] *******************************************
ERROR! the role 'namespace.collection.role' was not found in /workspaces/software/roles/software_upgrade/molecule/_shared/playbooks/roles:/workspaces/software/.cache/molecule/software_upgrade/scenario/roles:/workspaces/software/roles:/home/vscode/.ansible/roles:/usr/share/ansible/roles:/etc/ansible/roles:/workspaces/software/roles/software_upgrade:/workspaces/software/roles/software_upgrade/molecule/_shared/playbooks

The error appears to be in '/workspaces/software/roles/software_upgrade/molecule/_shared/playbooks/prepare.yml': line 35, column 15, but may
be elsewhere in the file depending on the exact syntax problem.

The offending line appears to be:

      include_role:
        name: namespace.collection.role
              ^ here

Is there a way to avoid that or use another approach? I tried to use an environment variable for dependency.options.requirements-file and execute dependency step twice when it's necessary to install different collection versions, but had also no success with that.
",-1,-1,-1.0
70778615,How to publish android app to galaxy store my binary i always recieve this binary cannot be registered,"My Binary file cannot be registered on galaxy store. After i uploaded the apk i get this error(This binary cannot be registered. please try again later).
",-1,-1,-1.0
71243842,Issue with installing ansible-galaxy azure.azcollection,"[root@jenkins-dev playbooks]# ansible-galaxy collection install azure.azcollection 
ERROR! Unexpected Exception, this is probably a bug: cannot import name 'CollectionRequirement' from 'ansible.galaxy.collection' (/usr/local/lib/python3.7/site-packages/ansible/galaxy/collection/__init__.py)
the full traceback was:

Traceback (most recent call last):
  File &quot;/usr/local/bin/ansible-galaxy&quot;, line 92, in &lt;module&gt;
    mycli = getattr(__import__(&quot;ansible.cli.%s&quot; % sub, fromlist=[myclass]), myclass)
  File &quot;/usr/local/lib/python3.7/site-packages/ansible/cli/galaxy.py&quot;, line 24, in &lt;module&gt;
    from ansible.galaxy.collection import (
ImportError: cannot import name 'CollectionRequirement' from 'ansible.galaxy.collection' (/usr/local/lib/python3.7/site-packages/ansible/galaxy/collection/__init__.py)

",-1,-1,-1.0
72882080,ansible mssql issue ( ansible-galaxy module),"I am trying to query the sql server from ansible controller. Using the ansible-galaxy in built collections. The server is accessible and WINRM is working. But still I am getting the below error message. Can anyone suggest what is the issue ? TIA
https://docs.ansible.com/ansible/devel//collections/community/general/mssql_script_module.html
YML file.

hosts: win
gather_facts: no
collections:

community.general
tasks:
name: Check DB connection
community.general.mssql_script:
login_user: &quot;testadmin&quot;
login_password: &quot;test@12345&quot;
login_host: &quot;xxxxxxxx\SQLEXPRESS&quot;
login_port: &quot;1433&quot;
db: master
script: &quot;SELECT 1&quot;



Error message
fatal: [x.x.x.x]: FAILED! =&gt; {
&quot;changed&quot;: false,
&quot;module_stderr&quot;: &quot;Exception calling &quot;Create&quot; with &quot;1&quot; argument(s): &quot;At line:4 char:21\r\n+ def _ansiballz_main():\r\n+                     ~\r\nAn expression was expected after '('.\r\nAt line:13 char:27\r\n+     except (AttributeError, OSError):\r\n+                           ~\r\nMissing argument in parameter list.\r\nAt line:15 char:29\r\n+     excludes = set(('', '.', scriptdir))\r\n+                             ~\r\nMissing expression after ','.\r\nAt line:15 char:30\r\n+     excludes = set(('', '.', scriptdir))\r\n+                              ~~~~~~~~~\r\nUnexpected token 'scriptdir' in expression or statement.\r\nAt line:15 char:29\r\n+     excludes = set(('', '.', scriptdir))\r\n+                             ~\r\nMissing closing ')' in expression.\r\nAt line:15 char:39\r\n+     excludes = set(('', '.', scriptdir))\r\n+                                       ~\r\nUnexpected token ')' in expression or statement.\r\nAt line:15 char:40\r\n+     excludes = set(('', '.', scriptdir))\r\n+                                        ~\r\nUnexpected token ')' in expression or statement.\r\nAt line:22 char:7\r\n+     if sys.version_info &lt; (3,):\r\n+       ~\r\nMissing '(' after 'if' in if statement.\r\nAt line:22 char:30\r\n+     if sys.version_info &lt; (3,):\r\n+                              ~\r\nMissing expression after ','.\r\nAt line:22 char:25\r\n+     if sys.version_info &lt; (3,):\r\n+                         ~\r\nThe '&lt;' operator is reserved for future use.\r\nNot all parse errors were reported.  Correct the reported errors and try again.&quot;\r\nAt line:10 char:1\r\n+ $exec_wrapper = [ScriptBlock]::Create($split_parts[0])\r\n+ ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~\r\n    + CategoryInfo          : NotSpecified: (:) [], MethodInvocationException\r\n    + FullyQualifiedErrorId : ParseException\r\n \r\nThe expression after '&amp;' in a pipeline element produced an object that was not valid. It must result in a command \r\nname, a script block, or a CommandInfo object.\r\nAt line:11 char:2\r\n+ &amp;$exec_wrapper\r\n+  ~~~~~~~~~~~~~\r\n    + CategoryInfo          : InvalidOperation: (:) [], RuntimeException\r\n    + FullyQualifiedErrorId : BadExpression\r\n &quot;,
&quot;module_stdout&quot;: &quot;&quot;,
&quot;msg&quot;: &quot;MODULE FAILURE\nSee stdout/stderr for the exact error&quot;,
&quot;rc&quot;: 1
}
",-1,-1,-1.0
73247065,Install a specific version of a role with Ansible Galaxy,"I'm installing an ansible role with:
ansible-galaxy install geerlingguy.java

But this command install the latest version.
I need to install an old version like:
ansible-galaxy install geerlingguy.java:1.10.0

But this command launches this error:
ansible-galaxy install geerlingguy.java:1.10.0
- downloading role '0', owned by geerlingguy.java%3A1.10
[WARNING]: - geerlingguy.java:1.10.0 was NOT installed successfully: - sorry, geerlingguy.java:1.10.0 was not found on https://galaxy.ansible.com/api/.
ERROR! - you can use --ignore-errors to skip failed roles and finish processing the list.

",-1,-1,-1.0
74530241,Ansible AWX returns error: template error while templating string: unable to locate collection community.general,"I am working on a project using ansible AWX. In this project I have a check to see if all my microk8s pods are in the state running. Before I installed AWX I was testing all my plays on my linux vm. The following play worked fine on my linux vm but does not seem to work in ansible awx.
- name: Wait for pods to become running
  hosts: host_company_01
  tasks:
    - name: wait for pod status
      shell: kubectl get pods -o json
      register: kubectl_get_pods
      until: kubectl_get_pods.stdout|from_json|json_query('items[*].status.phase')|unique == [&quot;Running&quot;]
      timeout: 600

AWX gives me the following respons
[WARNING]: an unexpected error occurred during Jinja2 environment setup: unable
to locate collection community.general
fatal: [host_company_01]: FAILED! =&gt; {&quot;msg&quot;: &quot;The conditional check 'kubectl_get_pods.stdout|from_json|json_query('items[*].status.phase')|unique == [\&quot;Running\&quot;]' failed. The error was: template error while templating string: unable to locate collection community.general. String: {% if kubectl_get_pods.stdout|from_json|json_query('items[*].status.phase')|unique == [\&quot;Running\&quot;] %} True {% else %} False {% endif %}&quot;}

I have looked at the error message and tried different possible solutions but without any effect.
First thing I tried was looking for the community.general collections in the ansible galaxy collection list. After I saw that it was found I tried downloading it once again, but this time with sudo. The collection was installed. After running my workflow template, the error message popped up again.
Second thing was trying to use different Execution environments, I thought that this was not going to make any difference but tried it anyways since someone online fixed a similar issue by changed EE.
Last thing I tried was trying to find a way around this play by building a new play with different commands. Sadly I was not able to build an other play that did what the original one did.
Since I can not build a play that fits my needs I came back at the error message to try and fix it.
",-1,-1,-1.0
74071601,"""MongoError: no primary found in replicaset"" when trying to connect to mongodb database locally or through our galaxy server","I know this question has been asked before, but none of those solutions seem to have worked for me so far.
We've migrated our database over to and IBM cloud hosted mongoDB. I've got the connection working successfully for our .NET applications that use the Mongo.Driver library, but i can't get it work for our meteor app... Here's the connection string I have currently:
mongodb://admin:[PASSWORD]@url1.databases.appdomain.cloud:31928,url2.databases.appdomain.cloud:31928,url3.databases.appdomain.cloud:31928/dyo?authSource=admin;tls=true;tlsInsecure=true;connect=replicaSet;replicaSet=replset

I then run the connection string in this command:
SET MONGO_URL=[connection string shown above] &amp;&amp; meteor --settings settings.json

And then we just get the error you see in the title over and over again. This happens on our galaxy server and locally. I feel like i should get this working locally first before deploying to our Galaxy server. Does anyone have any tips as to what could be happening here? I'm new to working with mongodb's and am at a loss
More info:

MongoDB version: 4.4
Meteor version: 1.4.4.1

",-1,-1,-1.0
74853083,How do I use a Ansible Galaxy role in a task that requires root privileges?,"I wrote a playbook that uses a set of roles according the suggested structure https://docs.ansible.com/ansible/latest/playbook_guide/playbooks_reuse_roles.html#role-directory-structure
Now I want to use a Ansible Galaxy dependency for the first time and defined it in requirements.yml and install it in the playbook itself.
I want to call the role in my subrole task subrole/tasks/main.yml. As stated in the documentation (https://galaxy.ansible.com/geerlingguy/postgresql) the role needs root access. In a play this is easy and only an added become: true is working. However in my task I need to use the include_role module that had this feature once, but it was removed. Now there is another option called apply that's documentation (https://docs.ansible.com/ansible/latest/collections/ansible/builtin/include_role_module.html#parameter-apply) states the same feature: Accepts a hash of task keywords (e.g. tags, become) that will be applied to all tasks within the included role.
But this is not working. The error message clearly states the the root privilege is missing.
- name: use postgresql role
  ansible.builtin.include_role:
    name: geerlingguy.postgresql
    apply:
      become: true

What am I doing wrong? Why was the direct way of using become like in a play removed at all? Should tasks be avoided? Questions over questions...
",-1,-1,-1.0
74902588,Error installing Ansible Collection from Requirements file,"I'm trying to install the cyberark.pas collection using a requirements file in my project.  Today I install the collection from AWX via ansible Galaxy, but the job fails a couple of times a day with the following error:
&quot;stderr&quot;: &quot;ERROR! Unexpected Exception, this is probably a bug: The read operation timed out&quot;,

Here is my requirements file:
---
collections:
  - name: cyberark.pas
    source: https://galaxy.ansible.com

After reading this ansible-galaxy timeout issue  https://github.com/ansible/galaxy/issues/2302 I thought I would change getting the collection from Github.  I found the collection here: https://github.com/cyberark/ansible-security-automation-collection and changed my requirements file to look like this:
---
collections:
  - name: https://github.com/cyberark/ansible-security-automation-collection.git
    type: git

When I run this from AWX I get the error that it is expecting a .tar file and this is not a .tar file.
I was hoping someone might be able to help me with what I'm doing wrong.
",-1,-1,-1.0
75765614,Ansible Molecule ignores collection requirements,"I like to use a git based Ansible Collection with my role and try to test that role with molecule. But when I run molecule, there isno output showing me, it is adding that collection nor it find the module/filter during runtime.
molecule 4.0.4 using python 3.9 
ansible:2.14.1
delegated:4.0.4 from molecule
docker:2.1.0 from molecule_docker requiring collections: community.docker&gt;=3.0.2 ansible.posix&gt;=1.4.0

The molecule.yml contains
---
dependency:
  name: galaxy
  options:
    requirements-file: collections.yml
...

And the collections.yml contains:
---
collections:
  - name: https://github.com/acoby/ansible-collection.git
    type: git 
    version: main

During the converge tests, I'm using a filter, that is available in that collection, but it only says:
$ molecule test
INFO     default scenario test matrix: dependency, lint, cleanup, destroy, syntax, create, prepare, converge, idempotence, side_effect, verify, cleanup, destroy
INFO     Performing prerun with role_name_check=0...
INFO     Set ANSIBLE_LIBRARY=/homedir/.cache/ansible-compat/0ad1ad/modules:/homedir/.ansible/plugins/modules:/usr/share/ansible/plugins/modules
INFO     Set ANSIBLE_COLLECTIONS_PATH=/homedir/.cache/ansible-compat/0ad1ad/collections:/homedir/.ansible/collections:/usr/share/ansible/collections
INFO     Set ANSIBLE_ROLES_PATH=/homedir/.cache/ansible-compat/0ad1ad/roles:/homedir/.ansible/roles:/usr/share/ansible/roles:/etc/ansible/roles
INFO     Using /homedir/.cache/ansible-compat/0ad1ad/roles/acoby.common symlink to current repository in order to enable Ansible to find the role using its expected full name.
INFO     Running default &gt; dependency
WARNING  Skipping, missing the requirements file.
WARNING  Skipping, missing the requirements file.
INFO     Running default &gt; lint
INFO     Lint is disabled.
INFO     Running default &gt; cleanup
WARNING  Skipping, cleanup playbook not configured.
INFO     Running default &gt; destroy
INFO     Sanity checks: 'docker'

PLAY [Destroy] *****************************************************************

...

INFO     Running default &gt; syntax

playbook: /homedir/git/github/ansible-common/molecule/default/converge.yml
INFO     Running default &gt; create

PLAY [Create] ******************************************************************

...

PLAY RECAP *********************************************************************
localhost                  : ok=6    changed=2    unreachable=0    failed=0    skipped=5    rescued=0    ignored=0

INFO     Running default &gt; prepare
WARNING  Skipping, prepare playbook not configured.
INFO     Running default &gt; converge

PLAY [Converge] ****************************************************************

TASK [Gathering Facts] *********************************************************
ok: [instance]

....
An exception occurred during task execution. 
To see the full traceback, use -vvv. The error was: #eof. 
Could not load &quot;acoby.collection.my_urlencode&quot;: 
'Invalid plugin FQCN (acoby.collection.my_urlencode): 
unable to locate collection acoby.collection'
failed: [instance] (item={'src': 'mail.rc.j2', 'dest': '/root/.mailrc', 'mode': '0440'}) 
...

Has somebody an idea, what is wrong? Why is the molecule run ignoring my collectiony.yml and is not installing it. There was in issue before molecule 3.0.3, but that seems to be fixed.
",-1,-1,-1.0
